#time	T_air	Pvap Vit_Vent wind dir	Nebulo	Ray3	P_atm	rain
T       TAIR    PVAP    WINDD   WINDS   CLDC    RAY3    PATM    RAINI
s	degC	hPa	degree	m/s	octa	W/m2	mbar	mm
2019600	20	10	0	3.30	5	160	1012.568	0
2023200	20	10	0	3.30	5	160	1012.569	0
2026800	20	10	0	4.500	5	160	1012.570	0
2030400	20	10	0	4.520	5	160	1012.571	0
2034000	20	10	0	2.93	5	160	1012.572	0
2037600	20	10	0	3.20	5	160	1012.573	0
2041200	20	10	0	3.90	5	160	1012.574	0
2044800	20	10	0	3.30	5	160	1012.575	0
2048400	20	10	0	5.30	5	160	1012.576	0
2052000	20	10	0	5.30	5	160	1012.577	0
2055600	20	10	0	4.43	5	160	1012.578	0
2059200	20	10	0	3.103	5	160	1012.579	0
2062800	20	10	0	5.73	5	160	1012.580	0
2066400	20	10	0	0.70	5	160	1012.581	0
2070000	20	10	0	0.00	5	160	1012.582	0
2073600	20	10	0	0.00	5	160	1012.583	0
2077200	20	10	0	0.00	5	160	1012.584	0
2080800	20	10	0	1.104	5	160	1012.585	0
2084400	20	10	0	2.64	5	160	1012.586	0
2088000	20	10	0	1.84	5	160	1012.587	0
2091600	20	10	0	4.104	5	160	1012.588	0
2095200	20	10	0	3.80	5	160	1012.589	0
2098800	20	10	0	3.60	5	160	1012.590	0
2102400	20	10	0	3.80	5	160	1012.591	0
2106000	20	10	0	4.64	5	160	1012.592	0
2109600	20	10	0	3.14	5	160	1012.593	0
2113200	20	10	0	4.74	5	160	1012.594	0
2116800	20	10	0	5.00	5	160	1012.595	0
2120400	20	10	0	5.00	5	160	1012.596	0
2124000	20	10	0	4.2160	5	160	1012.597	0
2127600	20	10	0	4.2240	5	160	1012.598	0
2131200	20	10	0	3.50	5	160	1012.599	0
2134800	20	10	0	3.30	5	160	1012.600	0
2138400	20	10	0	3.00	5	160	1012.601	0
2142000	20	10	0	3.00	5	160	1012.602	0
2145600	20	10	0	2.60	5	160	1012.603	0
2149200	20	10	0	2.90	5	160	1012.604	0
2152800	20	10	0	2.50	5	160	1012.605	0
2156400	20	10	0	2.50	5	160	1012.606	0
2160000	20	10	0	3.64	5	160	1012.607	0
2163600	20	10	0	2.104	5	160	1012.608	0
2167200	20	10	0	3.30	5	160	1012.609	0
2170800	20	10	0	3.30	5	160	1012.610	0
2174400	20	10	0	4.540	5	160	1012.611	0
2178000	20	10	0	4.560	5	160	1012.612	0
2181600	20	10	0	2.94	5	160	1012.613	0
2185200	20	10	0	3.20	5	160	1012.614	0
2188800	20	10	0	3.90	5	160	1012.615	0
2192400	20	10	0	3.30	5	160	1012.616	0
2196000	20	10	0	5.30	5	160	1012.617	0
2199600	20	10	0	5.30	5	160	1012.618	0
2203200	20	10	0	4.44	5	160	1012.619	0
2206800	20	10	0	3.104	5	160	1012.620	0
2210400	20	10	0	5.74	5	160	1012.621	0
2214000	20	10	0	0.70	5	160	1012.622	0
2217600	20	10	0	0.00	5	160	1012.623	0
2221200	20	10	0	0.00	5	160	1012.624	0
2224800	20	10	0	0.00	5	160	1012.625	0
2228400	20	10	0	1.105	5	160	1012.626	0
2232000	20	10	0	2.65	5	160	1012.627	0
2235600	20	10	0	1.85	5	160	1012.628	0
2239200	20	10	0	4.105	5	160	1012.629	0
2242800	20	10	0	3.80	5	160	1012.630	0
2246400	20	10	0	3.60	5	160	1012.631	0
2250000	20	10	0	3.80	5	160	1012.632	0
2253600	20	10	0	4.65	5	160	1012.633	0
2257200	20	10	0	3.15	5	160	1012.634	0
2260800	20	10	0	4.75	5	160	1012.635	0
2264400	20	10	0	5.00	5	160	1012.636	0
2268000	20	10	0	5.00	5	160	1012.637	0
2271600	20	10	0	4.2320	5	160	1012.638	0
2275200	20	10	0	4.2400	5	160	1012.639	0
2278800	20	10	0	3.50	5	160	1012.640	0
2282400	20	10	0	3.30	5	160	1012.641	0
2286000	20	10	0	3.00	5	160	1012.642	0
2289600	20	10	0	3.00	5	160	1012.643	0
2293200	20	10	0	2.60	5	160	1012.644	0
2296800	20	10	0	2.90	5	160	1012.645	0
2300400	20	10	0	2.50	5	160	1012.646	0
2304000	20	10	0	2.50	5	160	1012.647	0
2307600	20	10	0	3.65	5	160	1012.648	0
2311200	20	10	0	2.105	5	160	1012.649	0
2314800	20	10	0	3.30	5	160	1012.650	0
2318400	20	10	0	3.30	5	160	1012.651	0
2322000	20	10	0	4.580	5	160	1012.652	0
2325600	20	10	0	4.600	5	160	1012.653	0
2329200	20	10	0	2.95	5	160	1012.654	0
2332800	20	10	0	3.20	5	160	1012.655	0
2336400	20	10	0	3.90	5	160	1012.656	0
2340000	20	10	0	3.30	5	160	1012.657	0
2343600	20	10	0	5.30	5	160	1012.658	0
2347200	20	10	0	5.30	5	160	1012.659	0
2350800	20	10	0	4.45	5	160	1012.660	0
2354400	20	10	0	3.105	5	160	1012.661	0
2358000	20	10	0	5.75	5	160	1012.662	0
2361600	20	10	0	0.70	5	160	1012.663	0
2365200	20	10	0	0.00	5	160	1012.664	0
2368800	20	10	0	0.00	5	160	1012.665	0
2372400	20	10	0	0.00	5	160	1012.666	0
2376000	20	10	0	1.106	5	160	1012.667	0
2379600	20	10	0	2.66	5	160	1012.668	0
2383200	20	10	0	1.86	5	160	1012.669	0
2386800	20	10	0	4.106	5	160	1012.670	0
2390400	20	10	0	3.80	5	160	1012.671	0
2394000	20	10	0	3.60	5	160	1012.672	0
2397600	20	10	0	3.80	5	160	1012.673	0
2401200	20	10	0	4.66	5	160	1012.674	0
2404800	20	10	0	3.16	5	160	1012.675	0
2408400	20	10	0	4.76	5	160	1012.676	0
2412000	20	10	0	5.00	5	160	1012.677	0
2415600	20	10	0	5.00	5	160	1012.678	0
2419200	20	10	0	4.2480	5	160	1012.679	0
2422800	20	10	0	4.2560	5	160	1012.680	0
2426400	20	10	0	3.50	5	160	1012.681	0
2430000	20	10	0	3.30	5	160	1012.682	0
2433600	20	10	0	3.00	5	160	1012.683	0
2437200	20	10	0	3.00	5	160	1012.684	0
2440800	20	10	0	2.60	5	160	1012.685	0
2444400	20	10	0	2.90	5	160	1012.686	0
2448000	20	10	0	2.50	5	160	1012.687	0
2451600	20	10	0	2.50	5	160	1012.688	0
2455200	20	10	0	3.66	5	160	1012.689	0
2458800	20	10	0	2.106	5	160	1012.690	0
2462400	20	10	0	3.30	5	160	1012.691	0
2466000	20	10	0	3.30	5	160	1012.692	0
2469600	20	10	0	4.620	5	160	1012.693	0
2473200	20	10	0	4.640	5	160	1012.694	0
2476800	20	10	0	2.96	5	160	1012.695	0
2480400	20	10	0	3.20	5	160	1012.696	0
2484000	20	10	0	3.90	5	160	1012.697	0
2487600	20	10	0	3.30	5	160	1012.698	0
2491200	20	10	0	5.30	5	160	1012.699	0
2494800	20	10	0	5.30	5	160	1012.700	0
2498400	20	10	0	4.46	5	160	1012.701	0
2502000	20	10	0	3.106	5	160	1012.702	0
2505600	20	10	0	5.76	5	160	1012.703	0
2509200	20	10	0	0.70	5	160	1012.704	0
2512800	20	10	0	0.00	5	160	1012.705	0
2516400	20	10	0	0.00	5	160	1012.706	0
2520000	20	10	0	0.00	5	160	1012.707	0
2523600	20	10	0	1.107	5	160	1012.708	0
2527200	20	10	0	2.67	5	160	1012.709	0
2530800	20	10	0	1.87	5	160	1012.710	0
2534400	20	10	0	4.107	5	160	1012.711	0
2538000	20	10	0	3.80	5	160	1012.712	0
2541600	20	10	0	3.60	5	160	1012.713	0
2545200	20	10	0	3.80	5	160	1012.714	0
2548800	20	10	0	4.67	5	160	1012.715	0
2552400	20	10	0	3.17	5	160	1012.716	0
2556000	20	10	0	4.77	5	160	1012.717	0
2559600	20	10	0	5.00	5	160	1012.718	0
2563200	20	10	0	5.00	5	160	1012.719	0
2566800	20	10	0	4.2640	5	160	1012.720	0
2570400	20	10	0	4.2720	5	160	1012.721	0
2574000	20	10	0	3.50	5	160	1012.722	0
2577600	20	10	0	3.30	5	160	1012.723	0
2581200	20	10	0	3.00	5	160	1012.724	0
2584800	20	10	0	3.00	5	160	1012.725	0
2588400	20	10	0	2.60	5	160	1012.726	0
2592000	20	10	0	2.90	5	160	1012.727	0
2595600	20	10	0	2.50	5	160	1012.728	0
2599200	20	10	0	2.50	5	160	1012.729	0
2602800	20	10	0	3.67	5	160	1012.730	0
2606400	20	10	0	2.107	5	160	1012.731	0
2610000	20	10	0	3.30	5	160	1012.732	0
2613600	20	10	0	3.30	5	160	1012.733	0
2617200	20	10	0	4.660	5	160	1012.734	0
2620800	20	10	0	4.680	5	160	1012.735	0
2624400	20	10	0	2.97	5	160	1012.736	0
2628000	20	10	0	3.20	5	160	1012.737	0
2631600	20	10	0	3.90	5	160	1012.738	0
2635200	20	10	0	3.30	5	160	1012.739	0
2638800	20	10	0	5.30	5	160	1012.740	0
2642400	20	10	0	5.30	5	160	1012.741	0
2646000	20	10	0	4.47	5	160	1012.742	0
2649600	20	10	0	3.107	5	160	1012.743	0
2653200	20	10	0	5.77	5	160	1012.744	0
2656800	20	10	0	0.70	5	160	1012.745	0
2660400	20	10	0	0.00	5	160	1012.746	0
2664000	20	10	0	0.00	5	160	1012.747	0
2667600	20	10	0	0.00	5	160	1012.748	0
2671200	20	10	0	1.108	5	160	1012.749	0
2674800	20	10	0	2.68	5	160	1012.750	0
2678400	20	10	0	1.88	5	160	1012.751	0
2682000	20	10	0	4.108	5	160	1012.752	0
2685600	20	10	0	3.80	5	160	1012.753	0
2689200	20	10	0	3.60	5	160	1012.754	0
2692800	20	10	0	3.80	5	160	1012.755	0
2696400	20	10	0	4.68	5	160	1012.756	0
2700000	20	10	0	3.18	5	160	1012.757	0
2703600	20	10	0	4.78	5	160	1012.758	0
2707200	20	10	0	5.00	5	160	1012.759	0
2710800	20	10	0	5.00	5	160	1012.760	0
2714400	20	10	0	4.2800	5	160	1012.761	0
2718000	20	10	0	4.2880	5	160	1012.762	0
2721600	20	10	0	3.50	5	160	1012.763	0
2725200	20	10	0	3.30	5	160	1012.764	0
2728800	20	10	0	3.00	5	160	1012.765	0
2732400	20	10	0	3.00	5	160	1012.766	0
2736000	20	10	0	2.60	5	160	1012.767	0
2739600	20	10	0	2.90	5	160	1012.768	0
2743200	20	10	0	2.50	5	160	1012.769	0
2746800	20	10	0	2.50	5	160	1012.770	0
2750400	20	10	0	3.68	5	160	1012.771	0
2754000	20	10	0	2.108	5	160	1012.772	0
2757600	20	10	0	3.30	5	160	1012.773	0
2761200	20	10	0	3.30	5	160	1012.774	0
2764800	20	10	0	4.700	5	160	1012.775	0
2768400	20	10	0	4.720	5	160	1012.776	0
2772000	20	10	0	2.98	5	160	1012.777	0
2775600	20	10	0	3.20	5	160	1012.778	0
2779200	20	10	0	3.90	5	160	1012.779	0
2782800	20	10	0	3.30	5	160	1012.780	0
2786400	20	10	0	5.30	5	160	1012.781	0
2790000	20	10	0	5.30	5	160	1012.782	0
2793600	20	10	0	4.48	5	160	1012.783	0
2797200	20	10	0	3.108	5	160	1012.784	0
2800800	20	10	0	5.78	5	160	1012.785	0
2804400	20	10	0	0.70	5	160	1012.786	0
2808000	20	10	0	0.00	5	160	1012.787	0
2811600	20	10	0	0.00	5	160	1012.788	0
2815200	20	10	0	0.00	5	160	1012.789	0
2818800	20	10	0	1.109	5	160	1012.790	0
2822400	20	10	0	2.69	5	160	1012.791	0
2826000	20	10	0	1.89	5	160	1012.792	0
2829600	20	10	0	4.109	5	160	1012.793	0
2833200	20	10	0	3.80	5	160	1012.794	0
2836800	20	10	0	3.60	5	160	1012.795	0
2840400	20	10	0	3.80	5	160	1012.796	0
2844000	20	10	0	4.69	5	160	1012.797	0
2847600	20	10	0	3.19	5	160	1012.798	0
2851200	20	10	0	4.79	5	160	1012.799	0
2854800	20	10	0	5.00	5	160	1012.800	0
2858400	20	10	0	5.00	5	160	1012.801	0
2862000	20	10	0	4.2960	5	160	1012.802	0
2865600	20	10	0	4.3040	5	160	1012.803	0
2869200	20	10	0	3.50	5	160	1012.804	0
2872800	20	10	0	3.30	5	160	1012.805	0
2876400	20	10	0	3.00	5	160	1012.806	0
2880000	20	10	0	3.00	5	160	1012.807	0
2883600	20	10	0	2.60	5	160	1012.808	0
2887200	20	10	0	2.90	5	160	1012.809	0
2890800	20	10	0	2.50	5	160	1012.810	0
2894400	20	10	0	2.50	5	160	1012.811	0
2898000	20	10	0	3.69	5	160	1012.812	0
2901600	20	10	0	2.109	5	160	1012.813	0
2905200	20	10	0	3.30	5	160	1012.814	0
2908800	20	10	0	3.30	5	160	1012.815	0
2912400	20	10	0	4.740	5	160	1012.816	0
2916000	20	10	0	4.760	5	160	1012.817	0
2919600	20	10	0	2.99	5	160	1012.818	0
2923200	20	10	0	3.20	5	160	1012.819	0
2926800	20	10	0	3.90	5	160	1012.820	0
2930400	20	10	0	3.30	5	160	1012.821	0
2934000	20	10	0	5.30	5	160	1012.822	0
2937600	20	10	0	5.30	5	160	1012.823	0
2941200	20	10	0	4.49	5	160	1012.824	0
2944800	20	10	0	3.109	5	160	1012.825	0
2948400	20	10	0	5.79	5	160	1012.826	0
2952000	20	10	0	0.70	5	160	1012.827	0
2955600	20	10	0	0.00	5	160	1012.828	0
2959200	20	10	0	0.00	5	160	1012.829	0
2962800	20	10	0	0.00	5	160	1012.830	0
2966400	20	10	0	1.110	5	160	1012.831	0
2970000	20	10	0	2.70	5	160	1012.832	0
2973600	20	10	0	1.90	5	160	1012.833	0
2977200	20	10	0	4.110	5	160	1012.834	0
2980800	20	10	0	3.80	5	160	1012.835	0
2984400	20	10	0	3.60	5	160	1012.836	0
2988000	20	10	0	3.80	5	160	1012.837	0
2991600	20	10	0	4.70	5	160	1012.838	0
2995200	20	10	0	3.20	5	160	1012.839	0
2998800	20	10	0	4.80	5	160	1012.840	0
3002400	20	10	0	5.00	5	160	1012.841	0
3006000	20	10	0	5.00	5	160	1012.842	0
3009600	20	10	0	4.3120	5	160	1012.843	0
3013200	20	10	0	4.3200	5	160	1012.844	0
3016800	20	10	0	3.50	5	160	1012.845	0
3020400	20	10	0	3.30	5	160	1012.846	0
3024000	20	10	0	3.00	5	160	1012.847	0
3027600	20	10	0	3.00	5	160	1012.848	0
3031200	20	10	0	2.60	5	160	1012.849	0
3034800	20	10	0	2.90	5	160	1012.850	0
3038400	20	10	0	2.50	5	160	1012.851	0
3042000	20	10	0	2.50	5	160	1012.852	0
3045600	20	10	0	3.70	5	160	1012.853	0
3049200	20	10	0	2.110	5	160	1012.854	0
3052800	20	10	0	3.30	5	160	1012.855	0
3056400	20	10	0	3.30	5	160	1012.856	0
3060000	20	10	0	4.780	5	160	1012.857	0
3063600	20	10	0	4.800	5	160	1012.858	0
3067200	20	10	0	2.100	5	160	1012.859	0
3070800	20	10	0	3.20	5	160	1012.860	0
3074400	20	10	0	3.90	5	160	1012.861	0
3078000	20	10	0	3.30	5	160	1012.862	0
3081600	20	10	0	5.30	5	160	1012.863	0
3085200	20	10	0	5.30	5	160	1012.864	0
3088800	20	10	0	4.50	5	160	1012.865	0
3092400	20	10	0	3.110	5	160	1012.866	0
3096000	20	10	0	5.80	5	160	1012.867	0
3099600	20	10	0	0.70	5	160	1012.868	0
3103200	20	10	0	0.00	5	160	1012.869	0
3106800	20	10	0	0.00	5	160	1012.870	0
3110400	20	10	0	0.00	5	160	1012.871	0
3114000	20	10	0	1.111	5	160	1012.872	0
3117600	20	10	0	2.71	5	160	1012.873	0
3121200	20	10	0	1.91	5	160	1012.874	0
3124800	20	10	0	4.111	5	160	1012.875	0
3128400	20	10	0	3.80	5	160	1012.876	0
3132000	20	10	0	3.60	5	160	1012.877	0
3135600	20	10	0	3.80	5	160	1012.878	0
3139200	20	10	0	4.71	5	160	1012.879	0
3142800	20	10	0	3.21	5	160	1012.880	0
3146400	20	10	0	4.81	5	160	1012.881	0
3150000	20	10	0	5.00	5	160	1012.882	0
3153600	20	10	0	5.00	5	160	1012.883	0
3157200	20	10	0	4.3280	5	160	1012.884	0
3160800	20	10	0	4.3360	5	160	1012.885	0
3164400	20	10	0	3.50	5	160	1012.886	0
3168000	20	10	0	3.30	5	160	1012.887	0
3171600	20	10	0	3.00	5	160	1012.888	0
3175200	20	10	0	3.00	5	160	1012.889	0
3178800	20	10	0	2.60	5	160	1012.890	0
3182400	20	10	0	2.90	5	160	1012.891	0
3186000	20	10	0	2.50	5	160	1012.892	0
3189600	20	10	0	2.50	5	160	1012.893	0
3193200	20	10	0	3.71	5	160	1012.894	0
3196800	20	10	0	2.111	5	160	1012.895	0
3200400	20	10	0	3.30	5	160	1012.896	0
3204000	20	10	0	3.30	5	160	1012.897	0
3207600	20	10	0	4.820	5	160	1012.898	0
3211200	20	10	0	4.840	5	160	1012.899	0
3214800	20	10	0	2.101	5	160	1012.900	0
3218400	20	10	0	3.20	5	160	1012.901	0
3222000	20	10	0	3.90	5	160	1012.902	0
3225600	20	10	0	3.30	5	160	1012.903	0
3229200	20	10	0	5.30	5	160	1012.904	0
3232800	20	10	0	5.30	5	160	1012.905	0
3236400	20	10	0	4.51	5	160	1012.906	0
3240000	20	10	0	3.111	5	160	1012.907	0
3243600	20	10	0	5.81	5	160	1012.908	0
3247200	20	10	0	0.70	5	160	1012.909	0
3250800	20	10	0	0.00	5	160	1012.910	0
3254400	20	10	0	0.00	5	160	1012.911	0
3258000	20	10	0	0.00	5	160	1012.912	0
3261600	20	10	0	1.112	5	160	1012.913	0
3265200	20	10	0	2.72	5	160	1012.914	0
3268800	20	10	0	1.92	5	160	1012.915	0
3272400	20	10	0	4.112	5	160	1012.916	0
3276000	20	10	0	3.80	5	160	1012.917	0
3279600	20	10	0	3.60	5	160	1012.918	0
3283200	20	10	0	3.80	5	160	1012.919	0
3286800	20	10	0	4.72	5	160	1012.920	0
3290400	20	10	0	3.22	5	160	1012.921	0
3294000	20	10	0	4.82	5	160	1012.922	0
3297600	20	10	0	5.00	5	160	1012.923	0
3301200	20	10	0	5.00	5	160	1012.924	0
3304800	20	10	0	4.3440	5	160	1012.925	0
3308400	20	10	0	4.3520	5	160	1012.926	0
3312000	20	10	0	3.50	5	160	1012.927	0
3315600	20	10	0	3.30	5	160	1012.928	0
3319200	20	10	0	3.00	5	160	1012.929	0
3322800	20	10	0	3.00	5	160	1012.930	0
3326400	20	10	0	2.60	5	160	1012.931	0
3330000	20	10	0	2.90	5	160	1012.932	0
3333600	20	10	0	2.50	5	160	1012.933	0
3337200	20	10	0	2.50	5	160	1012.934	0
3340800	20	10	0	3.72	5	160	1012.935	0
3344400	20	10	0	2.112	5	160	1012.936	0
3348000	20	10	0	3.30	5	160	1012.937	0
3351600	20	10	0	3.30	5	160	1012.938	0
3355200	20	10	0	4.860	5	160	1012.939	0
3358800	20	10	0	4.880	5	160	1012.940	0
3362400	20	10	0	2.102	5	160	1012.941	0
3366000	20	10	0	3.20	5	160	1012.942	0
3369600	20	10	0	3.90	5	160	1012.943	0
3373200	20	10	0	3.30	5	160	1012.944	0
3376800	20	10	0	5.30	5	160	1012.945	0
3380400	20	10	0	5.30	5	160	1012.946	0
3384000	20	10	0	4.52	5	160	1012.947	0
3387600	20	10	0	3.112	5	160	1012.948	0
3391200	20	10	0	5.82	5	160	1012.949	0
3394800	20	10	0	0.70	5	160	1012.950	0
3398400	20	10	0	0.00	5	160	1012.951	0
3402000	20	10	0	0.00	5	160	1012.952	0
3405600	20	10	0	0.00	5	160	1012.953	0
3409200	20	10	0	1.113	5	160	1012.954	0
3412800	20	10	0	2.73	5	160	1012.955	0
3416400	20	10	0	1.93	5	160	1012.956	0
3420000	20	10	0	4.113	5	160	1012.957	0
3423600	20	10	0	3.80	5	160	1012.958	0
3427200	20	10	0	3.60	5	160	1012.959	0
3430800	20	10	0	3.80	5	160	1012.960	0
3434400	20	10	0	4.73	5	160	1012.961	0
3438000	20	10	0	3.23	5	160	1012.962	0
3441600	20	10	0	4.83	5	160	1012.963	0
3445200	20	10	0	5.00	5	160	1012.964	0
3448800	20	10	0	5.00	5	160	1012.965	0
3452400	20	10	0	4.3600	5	160	1012.966	0
3456000	20	10	0	4.3680	5	160	1012.967	0
3459600	20	10	0	3.50	5	160	1012.968	0
3463200	20	10	0	3.30	5	160	1012.969	0
3466800	20	10	0	3.00	5	160	1012.970	0
3470400	20	10	0	3.00	5	160	1012.971	0
3474000	20	10	0	2.60	5	160	1012.972	0
3477600	20	10	0	2.90	5	160	1012.973	0
3481200	20	10	0	2.50	5	160	1012.974	0
3484800	20	10	0	2.50	5	160	1012.975	0
3488400	20	10	0	3.73	5	160	1012.976	0
3492000	20	10	0	2.113	5	160	1012.977	0
3495600	20	10	0	3.30	5	160	1012.978	0
3499200	20	10	0	3.30	5	160	1012.979	0
3502800	20	10	0	4.900	5	160	1012.980	0
3506400	20	10	0	4.920	5	160	1012.981	0
3510000	20	10	0	2.103	5	160	1012.982	0
3513600	20	10	0	3.20	5	160	1012.983	0
3517200	20	10	0	3.90	5	160	1012.984	0
3520800	20	10	0	3.30	5	160	1012.985	0
3524400	20	10	0	5.30	5	160	1012.986	0
3528000	20	10	0	5.30	5	160	1012.987	0
3531600	20	10	0	4.53	5	160	1012.988	0
3535200	20	10	0	3.113	5	160	1012.989	0
3538800	20	10	0	5.83	5	160	1012.990	0
3542400	20	10	0	0.70	5	160	1012.991	0
3546000	20	10	0	0.00	5	160	1012.992	0
3549600	20	10	0	0.00	5	160	1012.993	0
3553200	20	10	0	0.00	5	160	1012.994	0
3556800	20	10	0	1.114	5	160	1012.995	0
3560400	20	10	0	2.74	5	160	1012.996	0
3564000	20	10	0	1.94	5	160	1012.997	0
3567600	20	10	0	4.114	5	160	1012.998	0
3571200	20	10	0	3.80	5	160	1012.999	0
3574800	20	10	0	3.60	5	160	1012.1000	0
3578400	20	10	0	3.80	5	160	1012.1001	0
3582000	20	10	0	4.74	5	160	1012.1002	0
3585600	20	10	0	3.24	5	160	1012.1003	0
3589200	20	10	0	4.84	5	160	1012.1004	0
3592800	20	10	0	5.00	5	160	1012.1005	0
3596400	20	10	0	5.00	5	160	1012.1006	0
3600000	20	10	0	4.3760	5	160	1012.1007	0
3603600	20	10	0	4.3840	5	160	1012.1008	0
3607200	20	10	0	3.50	5	160	1012.1009	0
3610800	20	10	0	3.30	5	160	1012.1010	0
3614400	20	10	0	3.00	5	160	1012.1011	0
3618000	20	10	0	3.00	5	160	1012.1012	0
3621600	20	10	0	2.60	5	160	1012.1013	0
3625200	20	10	0	2.90	5	160	1012.1014	0
3628800	20	10	0	2.50	5	160	1012.1015	0
3632400	20	10	0	2.50	5	160	1012.1016	0
3636000	20	10	0	3.74	5	160	1012.1017	0
3639600	20	10	0	2.114	5	160	1012.1018	0
3643200	20	10	0	3.30	5	160	1012.1019	0
3646800	20	10	0	3.30	5	160	1012.1020	0
3650400	20	10	0	4.940	5	160	1012.1021	0
3654000	20	10	0	4.960	5	160	1012.1022	0
3657600	20	10	0	2.104	5	160	1012.1023	0
3661200	20	10	0	3.20	5	160	1012.1024	0
3664800	20	10	0	3.90	5	160	1012.1025	0
3668400	20	10	0	3.30	5	160	1012.1026	0
3672000	20	10	0	5.30	5	160	1012.1027	0
3675600	20	10	0	5.30	5	160	1012.1028	0
3679200	20	10	0	4.54	5	160	1012.1029	0
3682800	20	10	0	3.114	5	160	1012.1030	0
3686400	20	10	0	5.84	5	160	1012.1031	0
3690000	20	10	0	0.70	5	160	1012.1032	0
3693600	20	10	0	0.00	5	160	1012.1033	0
3697200	20	10	0	0.00	5	160	1012.1034	0
3700800	20	10	0	0.00	5	160	1012.1035	0
3704400	20	10	0	1.115	5	160	1012.1036	0
3708000	20	10	0	2.75	5	160	1012.1037	0
3711600	20	10	0	1.95	5	160	1012.1038	0
3715200	20	10	0	4.115	5	160	1012.1039	0
3718800	20	10	0	3.80	5	160	1012.1040	0
3722400	20	10	0	3.60	5	160	1012.1041	0
3726000	20	10	0	3.80	5	160	1012.1042	0
3729600	20	10	0	4.75	5	160	1012.1043	0
3733200	20	10	0	3.25	5	160	1012.1044	0
3736800	20	10	0	4.85	5	160	1012.1045	0
3740400	20	10	0	5.00	5	160	1012.1046	0
3744000	20	10	0	5.00	5	160	1012.1047	0
3747600	20	10	0	4.3920	5	160	1012.1048	0
3751200	20	10	0	4.4000	5	160	1012.1049	0
3754800	20	10	0	3.50	5	160	1012.1050	0
3758400	20	10	0	3.30	5	160	1012.1051	0
3762000	20	10	0	3.00	5	160	1012.1052	0
3765600	20	10	0	3.00	5	160	1012.1053	0
3769200	20	10	0	2.60	5	160	1012.1054	0
3772800	20	10	0	2.90	5	160	1012.1055	0
3776400	20	10	0	2.50	5	160	1012.1056	0
3780000	20	10	0	2.50	5	160	1012.1057	0
3783600	20	10	0	3.75	5	160	1012.1058	0
3787200	20	10	0	2.115	5	160	1012.1059	0
3790800	20	10	0	3.30	5	160	1012.1060	0
3794400	20	10	0	3.30	5	160	1012.1061	0
3798000	20	10	0	4.980	5	160	1012.1062	0
3801600	20	10	0	4.1000	5	160	1012.1063	0
3805200	20	10	0	2.105	5	160	1012.1064	0
3808800	20	10	0	3.20	5	160	1012.1065	0
3812400	20	10	0	3.90	5	160	1012.1066	0
3816000	20	10	0	3.30	5	160	1012.1067	0
3819600	20	10	0	5.30	5	160	1012.1068	0
3823200	20	10	0	5.30	5	160	1012.1069	0
3826800	20	10	0	4.55	5	160	1012.1070	0
3830400	20	10	0	3.115	5	160	1012.1071	0
3834000	20	10	0	5.85	5	160	1012.1072	0
3837600	20	10	0	0.70	5	160	1012.1073	0
3841200	20	10	0	0.00	5	160	1012.1074	0
3844800	20	10	0	0.00	5	160	1012.1075	0
3848400	20	10	0	0.00	5	160	1012.1076	0
3852000	20	10	0	1.116	5	160	1012.1077	0
3855600	20	10	0	2.76	5	160	1012.1078	0
3859200	20	10	0	1.96	5	160	1012.1079	0
3862800	20	10	0	4.116	5	160	1012.1080	0
3866400	20	10	0	3.80	5	160	1012.1081	0
3870000	20	10	0	3.60	5	160	1012.1082	0
3873600	20	10	0	3.80	5	160	1012.1083	0
3877200	20	10	0	4.76	5	160	1012.1084	0
3880800	20	10	0	3.26	5	160	1012.1085	0
3884400	20	10	0	4.86	5	160	1012.1086	0
3888000	20	10	0	5.00	5	160	1012.1087	0
3891600	20	10	0	5.00	5	160	1012.1088	0
3895200	20	10	0	4.4080	5	160	1012.1089	0
3898800	20	10	0	4.4160	5	160	1012.1090	0
3902400	20	10	0	3.50	5	160	1012.1091	0
3906000	20	10	0	3.30	5	160	1012.1092	0
3909600	20	10	0	3.00	5	160	1012.1093	0
3913200	20	10	0	3.00	5	160	1012.1094	0
3916800	20	10	0	2.60	5	160	1012.1095	0
3920400	20	10	0	2.90	5	160	1012.1096	0
3924000	20	10	0	2.50	5	160	1012.1097	0
3927600	20	10	0	2.50	5	160	1012.1098	0
3931200	20	10	0	3.76	5	160	1012.1099	0
3934800	20	10	0	2.116	5	160	1012.1100	0
3938400	20	10	0	3.30	5	160	1012.1101	0
3942000	20	10	0	3.30	5	160	1012.1102	0
3945600	20	10	0	4.1020	5	160	1012.1103	0
3949200	20	10	0	4.1040	5	160	1012.1104	0
3952800	20	10	0	2.106	5	160	1012.1105	0
3956400	20	10	0	3.20	5	160	1012.1106	0
3960000	20	10	0	3.90	5	160	1012.1107	0
3963600	20	10	0	3.30	5	160	1012.1108	0
3967200	20	10	0	5.30	5	160	1012.1109	0
3970800	20	10	0	5.30	5	160	1012.1110	0
3974400	20	10	0	4.56	5	160	1012.1111	0
3978000	20	10	0	3.116	5	160	1012.1112	0
3981600	20	10	0	5.86	5	160	1012.1113	0
3985200	20	10	0	0.70	5	160	1012.1114	0
3988800	20	10	0	0.00	5	160	1012.1115	0
3992400	20	10	0	0.00	5	160	1012.1116	0
